Wavelength_nm,Ceratobatrachus_guntheri_JWS881_field,Mantella_betsileo_JWS882_field,Epipedobates_tricolor_JWS883_field,Boophis_erythrodactylus_JWS884_field,Phrynomantis_microps_JWS885_field,Hemisus_marmoratus_JWS886_field,Kassina_senegalensis_JWS888_field,Hyperolius_fusciventris_JWS889_field,Lepidobatrachus_laevis_JWS890_field,Kaloula_pulchra_JWS891_field,Megophrys_sp_MW11584_field,Adenomera_hylaedactylus_MW9950_field,Boana_calcarata_MW11133_field,Boana_cinerascens_MW11090_field,Boana_diabolica_MW11091_field,Callimedusa_tomopterna_MW11132_field,Chiasmocleis_shudikarensis_MW9969_field,Dendropsophus_leucophyllatus_MW9992_field_1,Dendropsophus_leucophyllatus_MW9992_field_2,Dendropsophus_sp_MW11106_field_1,Dendropsophus_sp_MW11106_field_2,Dendropsophus_sp_MW11106_field_1b,Hyalinobatrachium_cappellei_MW11140_field_2,Hyalinobatrachium_cappellei_MW11140_field_1,Leptodactylus_mystaceus_MW11105_field,Leptodactylus_pentadactylus_MW9968_cornea_field,Leptodactylus_pentadactylus_MW9968_field,Leptodactylus_pentadactylus_MW9998_field,Leptodactylus_rhodomystax_MW11075_field_1,Leptodactylus_rhodomystax_MW11075_field_2,Lithodytes_lineatus_MW11155_field,Osteocephalus_oophagus_MW10000_field,Osteocephalus_taurinus_MW11103_field,Phyllomedusa_vaillantii_MW9985_field,Pristimantis_chiastonotus_MW9949_field,Pristimantis_sp_MW11550_field,Pristimantis_zeuctotylus_MW11112_field,Rhaebo_guttatus_MW11187_cornea_field,Rhaebo_guttatus_MW11187_field,Rhinella_margaritifer_MW11115_field,Rhinella_marina_MW9997_cornea_field,Rhinella_marina_MW9997_field,Scinax_boesmani_MW9993_field,Scinax_sp_MW11111_field,Phyllomedusa_sp_tad_MW11127_field
353.816,32.41732758,57.25473926,50.65567773,-41.30109691,4.026858093,67.74551074,-19.89858914,34.12437119,33.68167149,100.1780509,208.327496,-23.90926418,-131.814754,177.8097569,115.2175561,-66.62807336,141.8424653,-70.34990952,-56.32957781,-78.65197708,78.91641336,-24.95047786,-60.53652903,63.08896239,-21.17634406,17.00879181,-36.2088173,39.91324486,80.5295217,105.2802471,1.195444421,5.776460219,-7.527785815,36.94017995,20.6611048,77.03455224,-227.1703202,127.6565356,49.28171265,-9.207808338,93.3664392,-61.22030783,-17.42710156,95.50794804,7.012168995
354.112,32.09449308,37.62645564,74.18905885,14.68208869,15.57802862,61.85957776,39.30132773,54.73531043,53.65936122,68.03915438,83.4701407,2.656714457,27.47127963,60.33375484,303.5697415,-9.393356916,20.76821641,-19.77513149,-19.48892294,-9.614938425,65.98242813,-12.76103122,-186.7557735,19.8623343,4.244769541,11.22221767,25.31513976,24.19512716,88.39664884,100.2091951,-39.24789489,-16.77264795,22.51785538,20.65763656,0.723996633,15.15772287,41.04195285,298.8957811,68.90598133,31.14861762,123.748813,-0.771853068,13.46073822,39.86105842,-15.16889259
354.407,42.12201346,25.75871576,62.44960167,5.31365943,54.76419041,64.6840085,25.36028318,92.44824523,48.8342747,35.50599536,33.79050565,45.74049071,37.93282553,-14.49928921,104.7527076,-6.255378666,-15.72615215,4.276041922,-4.50965265,59.13595125,59.64228874,15.76018377,-1.814148471,78.68974153,38.78285525,28.74515485,40.64188423,51.5066875,90.67007455,90.82744629,-85.79678996,-165.2374143,32.51680357,-1.102614296,-31.20292212,-15.73759465,1.403881362,-1740.154242,139.9882717,410.0729665,184.5174422,32.04007228,10.15839809,34.23684416,-16.06591507
354.703,21.7958748,-20.65820068,211.1001732,-15.61313715,50.76453471,53.49507008,25.55523607,43.93794459,94.42561879,83.97330126,33.17288799,35.68842523,22.66429417,-74.86849538,102.5225643,-25.790035,15.40594021,6.240129592,-7.82928604,-10.11354945,76.42722723,16.37994303,3040.43129,815.656896,61.79205166,-2.690274029,-40.90766569,31.03632806,134.625501,32.96973927,-89.91274343,-60.20616181,45.62375165,11.42619433,-23.75107386,6.695465053,59.4213004,453.360781,48.0387407,432.5908652,240.2089534,12.83838792,3.235849622,39.68005688,-11.58427671
354.998,32.12321974,-60.86950296,-603.1306298,-84.20596038,71.64119374,12.016367,5.052536111,38.35918329,82.41614828,52.93442358,21.63096222,22.26993811,-5.661970967,-47.73802585,76.38656717,-22.72315604,63.56416129,29.52411735,7.471894999,10.85435743,53.11757459,19.61646416,-97.17706339,-45.06407413,58.17541633,17.08772112,-80.32001881,50.85958822,31.68799149,20.20455866,-50.60202565,-109.5519831,17.40388305,5.72530588,-3.000168343,-16.22878822,86.94161604,138.5668989,0.636757435,176.4059117,157.8585719,46.0506176,-24.1509819,30.0141101,22.38146883
355.294,15.12722491,-29.85403208,-249.2165927,-59.62687442,63.23392299,9.187731939,6.470391393,30.52952735,72.20118631,182.2970789,36.82402362,6.852774956,5.119672981,-32.97405914,151.215307,4.269226356,49.28994322,16.31750546,5.133608454,-14.04221235,18.26189595,-19.55421914,-106.586055,19.43859506,63.75354359,2.14067253,-59.67551028,16.40194536,20.18309712,27.20987947,-26.8039474,-29.98452718,5.728064718,4.508412296,22.91408622,28.65731413,80.44079946,96.41151307,-22.99629732,53.45114255,-19.55420264,124.2355218,-24.59833429,23.25954607,21.21745306
355.589,20.95827488,47.67744034,-49.92756617,-48.94166915,57.13350178,37.91259205,-4.346829431,12.14733905,43.0846781,122.978771,-48.33808683,2.353396879,-1.492450492,-21.22533596,116.7346318,30.01955314,44.04031789,14.79393047,12.76502024,15.48786943,-8.281903434,-18.35349852,53.36193853,86.0589123,37.89312031,83.81306838,-16.50449204,31.10318167,9.690704857,21.28930201,3.416468707,-49.1108937,2.183094247,-1.015796185,25.72218753,3.78095575,0.385001225,72.14036302,-10.90166354,33.75691679,25.19635578,111.2769126,-13.66330786,10.48496083,13.35092157
355.885,-0.770925076,42.93674993,32.67439476,12.4427607,50.53587427,44.46525595,2.321584443,-2.927470397,37.8464505,146.4870571,-29.07589702,24.67093179,-5.672171513,-38.7437905,122.7297857,38.92896064,6.945021271,5.838634208,-20.28042483,25.18952464,7.127290342,-30.03136784,23.23527536,171.2736205,48.07243582,12.98899929,-32.83482411,29.06083403,41.09615851,29.19082978,-17.28079787,-11.67875968,12.10329879,28.48299976,-9.800023768,23.5490577,-10.14912055,68.37793176,24.33586655,86.39903196,54.24205908,107.8766279,-36.00779397,27.25365654,4.9975425
356.180,8.061103719,40.4620511,57.38192588,-6.5781058,51.23024818,15.11086996,7.248892175,-14.99070984,35.06339811,56.48730415,2.194595526,9.93204078,-48.78851041,-51.92989471,71.11388681,36.56088024,-50.39938058,2.220129389,-24.18361769,75.09321756,-8.990400232,-42.28982187,79.97050821,93.8947323,35.76202805,10.15929926,-7.136087626,48.86196495,55.93784211,17.17335995,-7.182434499,-108.4002819,6.765786767,34.29267456,-17.16659886,4.454867593,47.17912151,92.5932421,56.91127873,48.80934378,71.67807493,60.2045528,-7.177051471,19.34594944,-5.80170845
356.476,25.59272097,-1.143551562,-108.7189068,37.42407769,0.205070884,-32.38988668,-3.499396441,-9.290932948,56.38175329,208.0824969,40.95806084,12.69931899,-39.79917267,14.6447273,167.1431415,20.14866959,46.78208993,-0.69597083,-15.43619609,152.1264115,18.56009355,-51.74623298,-42.83957537,73.61746354,33.09047747,-10.17145548,-14.77419823,37.67756166,81.14465279,59.61100402,1.996971804,9.214263938,-12.06662945,30.68801299,-11.81072534,18.88885616,34.56828253,89.97861812,44.61536744,52.77934494,75.93884896,143.8602803,0.622259754,8.409068627,3.809935087
356.771,62.79947414,12.29841009,-80.58723262,-22.73306226,12.2033269,11.23138671,6.102149171,-13.34884849,37.47149914,42.67539432,61.92963493,-0.628089397,-66.21908255,25.29140669,56.35472312,29.28219441,24.84771629,-16.77999036,3.775996722,41.67927705,-9.630151883,-2.9096708,13.08089582,5.008169454,43.54523088,76.20744549,5.997483759,46.05448738,74.61400405,43.72175872,3.401545371,-49.82944125,-2.602139656,6.623233046,-2.718920219,6.977537477,56.70208701,100.9148511,61.09188595,65.42443613,31.30623623,99.6777681,26.9685775,2.996004944,8.246779561
357.067,9.832120182,3.087281846,-153.7263875,2.33807343,43.46707025,30.30423475,13.15502979,-17.45493677,47.8185853,182.3797667,29.63896903,33.72864362,-16.43378215,32.74276667,59.24494948,42.97471663,66.39696703,-12.39427338,6.102240449,25.4325994,42.30359373,-2.082895768,-73.15793474,-9.436552374,23.58133878,7.529625527,-4.063343719,34.91884979,68.13819654,34.68817666,-11.88855645,-26.88964576,-12.23953916,9.114354776,11.11622814,25.12629044,35.57672683,112.1469296,48.56927918,91.14321117,49.02322216,812.3546986,25.21791748,8.644293756,5.099868511
357.362,11.81734832,20.29665805,48.35044335,-38.29876368,51.25177904,36.2238773,28.99430005,4.211722589,21.55826021,56.43481648,41.51180406,29.84932523,-74.72483125,11.50034178,49.71615443,101.4417442,26.20267983,-28.83389716,-1.757542722,-10.66333926,19.03949151,12.76498101,-41.70011398,-9.271185357,36.32699861,30.56367238,-16.01014107,45.35092842,31.27814632,6.961665799,-38.69279221,-38.35432683,13.68432184,-2.38009777,13.15390001,28.38678771,31.66313792,127.2886335,54.91280314,91.26019408,1.295183041,183.7398764,13.8860446,17.96201375,-3.615046723
357.657,10.53055085,6.636358761,48.94294619,0.605579104,31.75813815,47.68403588,26.36910383,58.70219627,31.45728878,71.89050462,-1.401790499,32.21488168,5.343800106,41.43743683,126.6352071,54.78548628,62.51334821,-22.58910072,-5.62117055,-0.833366281,55.88718843,3.930899591,-203.395441,-3.027873423,35.47284047,16.73768262,-32.48984723,41.11789103,10.00575506,33.17184771,-33.28880445,-7.915613171,-32.20989647,9.932776536,21.48418922,56.1937281,22.51372322,114.9966936,47.6840619,105.0391849,77.887989,137.8294892,28.45060668,-3.640364018,5.1882677
357.953,77.20525218,23.51956219,103.3880474,-10.0781448,36.33040381,34.85516029,23.24636577,24.81871317,-2.020565473,22.34885134,78.24854039,15.15399928,7.182947164,28.24337651,52.23316323,10.96878882,19.88237048,-20.80370058,12.6683057,19.44941468,1.901047861,25.72319504,0.979806979,23.01949792,24.27076394,45.81222614,-11.51382322,53.09479759,-26.72398712,47.97325474,-9.754764484,44.41011027,-8.600368193,35.25840381,12.10101134,11.87825378,38.27915431,85.80677167,42.18432507,101.1529506,118.3772067,84.33820284,-4.354132824,-4.681471021,39.42230115
358.248,58.16814526,20.30271903,60.38793665,-12.69424671,24.97714134,67.68853745,25.88029585,16.60339169,17.35472725,37.28129017,-2.048849865,27.80985447,52.71021832,33.68165811,64.04426817,1.844621599,31.99394999,1.3906366,-1.450831852,18.91623395,17.99588649,20.3101255,-21.021817,-17.75019367,18.73666686,36.7026567,-12.51124201,44.8312789,3.404381801,69.41706447,9.391390533,58.29184749,-47.35756422,59.9074354,3.556475072,0.568643164,81.10679984,73.87992199,26.04926812,74.58279434,104.1148732,23.27527852,-1.755732884,-5.904233786,48.12888508
358.543,47.88089957,39.94843574,52.392359,-21.96474136,30.88353564,80.39736295,23.7811851,-17.1043182,-5.179223711,25.98762604,40.68127109,24.9807896,26.10933724,-0.035326044,59.19304436,11.3779889,3.889804252,3.346284721,-6.442309458,13.27302974,5.104297965,24.29063872,47.43563472,2.060329722,9.846181409,14.27850239,-7.404275011,55.51449793,13.36785879,56.29599917,16.95815898,41.67780722,-15.98512413,58.53135254,14.7063135,-0.51249087,60.17333975,65.13917851,32.45035867,17.05038856,93.22516505,36.6898612,-6.579459146,-3.872250171,33.29717328
358.839,24.49308017,20.53507712,0.281741491,-10.4865847,13.34380301,105.9816664,21.84356016,-5.938509494,15.55913417,38.08739746,16.71077336,17.36763205,24.5769465,2.351023714,57.92809573,-0.694809755,22.99763719,6.608478845,-13.52916698,25.67582931,47.76640022,19.65679191,60.69234012,-34.70739944,44.57027568,7.22049333,-9.120775178,46.95135538,23.89800458,94.47306811,18.58132041,-3.486576404,-5.433127535,34.57927973,10.19617659,16.78852796,58.61197257,80.90258968,33.68056635,14.12501878,44.03279739,18.95902703,3.526841581,0.009674859,10.15451476
359.134,10.36403742,13.15377561,-52.2635711,0.899291122,49.70217945,72.74659724,25.1205123,-10.683824,9.15229283,17.45462759,110.9043095,15.82926812,-4.057717462,4.509448123,52.00374731,18.69804634,34.03559638,6.494603315,-9.228125696,52.76404185,35.49291279,7.182138221,68.27659216,2.768914788,54.73229529,20.0708691,2.501424916,67.75327202,17.48107486,80.22022726,5.695294166,-20.6185805,2.777306968,35.27586001,14.28034996,4.616644659,5.851060076,87.50625878,37.76995158,27.36782107,53.35338822,34.4776355,3.956022944,-5.499934651,5.679853657
359.429,19.65130621,-0.915066396,-20.16820065,9.15164406,53.51975705,46.95011849,12.45578337,-14.72274971,34.98328397,35.44395575,80.43482994,21.01000025,16.59832341,25.47865099,25.3714444,41.35622501,48.35969211,12.48676481,1.096169092,69.40844144,84.53322684,8.027147483,-22.64951008,26.45023472,37.83594104,12.67143489,8.397502863,54.68918187,24.18667046,67.65523081,13.94997661,-25.03868186,0.496122138,45.15027608,3.125961842,-4.545964746,3.6720907,100.9846089,44.31102013,65.26510001,74.77437553,32.36805903,-5.948865002,-1.517249594,15.20650862
359.725,21.79013013,-3.470416415,1.251933235,-3.542935973,44.89435536,26.95210994,22.17880945,-24.70116192,38.759986,21.16384528,88.02154421,34.06056805,3.912537513,6.319726112,28.43998557,49.58066889,57.69277124,-4.445702519,4.414513594,36.38697108,48.29070905,3.204303021,-8.484368142,42.57675058,25.9122448,12.02967118,-1.244061815,51.44112405,35.14181341,44.5806286,6.949828603,-5.019283046,-9.193040714,31.56551742,3.616364433,-2.029434935,5.270207962,95.26574922,45.78827674,42.53620653,107.624995,36.68682785,-2.116684425,3.821425461,20.47222472
360.020,9.152891634,0.477834067,15.52496039,-7.938484499,15.33886301,10.29441745,5.800921346,-20.78640525,42.99415466,33.32719143,86.05379399,36.37214596,7.352600299,-18.79670256,13.55077203,41.72410656,56.49806367,-17.46356626,-2.005776458,18.10584025,95.43909869,9.393271688,-67.21779379,39.89013263,17.36017998,6.983355243,-3.609796803,46.68413282,32.59757167,35.81891423,1.174033432,-20.87825206,-11.05945521,24.8489387,5.211017177,15.74476703,24.48398881,117.5256861,44.57243121,40.96216131,106.3749058,39.89928455,-12.68310301,28.36188768,19.54051422
360.315,-7.932710885,-13.15427628,15.45641604,-15.58362783,19.79751681,14.74937035,28.83387204,-16.84252945,35.17483817,26.16979863,111.5291119,30.44275922,13.32406948,-0.609526774,1.992410824,23.8414962,63.87341354,-31.34392272,-4.097948604,12.03315897,40.68374124,6.431404168,-49.18366666,-42.20554489,-0.261175759,27.12672054,-4.066467484,55.9107181,26.0515541,27.25802615,-9.601814074,-8.212037102,-9.156630625,21.67142971,10.69272339,27.31825439,38.54673693,95.12080415,22.86161624,65.60747101,74.10860878,36.59379047,-12.75290138,49.12300475,13.59217271
360.610,1.615449188,-13.40121584,-10.22755136,-6.797115962,18.01457242,46.63010571,24.58808198,-16.09004147,26.62284323,56.41092796,107.6198157,18.98289313,12.23467434,40.32647178,-1.507225568,17.32912751,56.34523231,-25.77743056,-2.693412533,13.30392281,69.20468682,8.765223345,-149.5724905,-3.572256264,-8.133832621,17.59358274,6.532343321,63.39317195,14.01824876,24.53232805,23.35096095,-13.58624023,-1.105673529,24.12358792,21.25733227,45.27896643,37.0374129,98.62854908,33.5131326,47.29072825,76.89202689,43.21375308,-15.52135302,14.0270546,12.16857081
360.905,10.749667,-6.924779117,-5.694285373,-15.38096262,29.87899481,42.25735866,39.11191546,10.93625248,16.52215542,35.97632208,130.132426,18.79125853,15.41233699,53.0122396,1.723788017,19.86083627,47.60065363,-12.73300702,9.2884491,26.15641999,39.5542508,13.73078449,-87.40296817,-7.032144818,4.915301518,15.61959258,7.854862099,67.34165238,18.32595861,26.87371551,20.30712694,-1.584621901,26.44727639,1.244002753,17.15415342,33.18434718,45.89876854,90.98756236,31.78883601,35.41028981,86.00396309,46.0481051,3.274474128,1.356193356,12.65107317
361.201,8.815258441,-6.871608836,-17.316034,-2.867778032,18.30971421,33.27088472,42.37021088,11.12875142,14.06587757,62.49898117,111.7132884,17.04923651,0.076198482,52.4934182,6.919656864,22.56001014,40.44664116,-0.560280677,7.537173672,19.96198202,51.76006928,-5.190225147,-90.56761303,126.4616932,15.38082429,8.03616174,1.654724595,58.3206758,28.93047484,47.55386685,17.43248511,1.109494508,23.93289312,7.791384766,12.87572371,29.38559849,46.06161839,97.78268762,39.93089268,31.08400877,91.93893946,58.85075281,12.87385022,3.244900982,18.31224772
361.496,17.44900453,3.934239616,-9.464634257,-8.026946256,33.74554895,26.56822126,37.05429116,12.20771863,13.48421834,33.57997596,111.1008882,14.83301775,-2.340420148,22.11848939,20.1879379,25.00990207,47.40101465,-10.00663944,2.350118766,17.16013426,44.68808252,-13.71081724,81.49048815,28.12472603,16.87532934,11.41820556,-5.344301496,65.69895375,37.8519912,43.04760721,6.675272351,7.1060702,14.67250648,7.429820247,10.76131458,15.79484613,69.74559745,83.66217388,32.44937813,38.79358777,59.12502365,43.57962274,10.85632507,8.937431853,19.11267343
361.791,24.86960971,0.475340868,-11.70022734,11.00433106,36.03848255,44.07082614,26.4801118,-8.184170917,13.97003031,62.00681218,83.20758948,13.99598262,-6.71100242,7.27244496,8.105009594,23.44073439,39.70929384,-4.191465882,-8.450530906,13.37749319,54.45845079,-24.73538398,-176.6816095,557.2725378,17.14270144,30.85464208,-5.020392738,64.39224552,48.04513198,61.78824351,16.16207809,21.08709102,-0.061697939,21.46135386,12.54445214,16.7673769,67.80474944,82.9240345,40.26112113,46.67140207,79.63316696,58.42210264,4.097018776,13.32561407,23.04386652
362.086,15.03037906,15.10792691,-19.2205794,2.125397961,49.60795065,39.3232068,8.064471885,-3.012780271,18.60367855,36.61007228,84.34376496,17.12682831,2.255752375,-11.82838276,17.96074485,13.49382561,42.79383721,-9.963650736,-12.49772036,20.26456893,51.06957744,-9.474910084,-935.6062693,1068.782774,20.82276717,34.58527858,-6.616873241,63.25067066,35.61172064,46.73772085,18.64418898,21.48769415,11.81947428,14.62738807,7.229628586,18.64401111,59.27861196,91.16565515,33.80615645,33.8627796,88.95925074,56.63104635,-1.620481644,1.97555766,16.77761567
362.381,-0.519908204,9.601721317,-9.777134119,6.621446162,40.39492239,24.26104134,5.192245798,-0.380539042,26.59491377,51.07809496,76.83921752,22.624033,20.13190354,-8.420622068,-2.411227418,13.71199107,36.3979719,-1.989411444,-2.567863421,19.83363814,46.07120446,1.620929013,-33.16536714,30.19975476,20.58521088,44.38624891,2.985177285,50.8874045,26.95777665,49.12689862,19.8754323,17.15504418,8.92181851,11.33015861,4.951164643,31.95218498,49.99773731,105.5193408,39.79149013,40.96513423,121.6396491,65.77169173,0.616867884,-0.575520979,12.60344632
362.676,21.8873279,8.341769581,9.379304397,-4.747437597,52.4875515,25.37404067,4.425172783,9.440783036,37.26067354,33.91197621,97.70192518,23.72447948,14.44999528,-0.366597222,4.058150688,3.948500372,31.32335248,-3.970242088,13.45562329,17.81657696,41.98357489,17.4337968,102.7417237,-3.1195896,18.84185052,29.06056097,3.750133545,51.87784422,18.03494162,32.94404834,17.08115393,0.436720435,12.95929424,14.54285575,1.167395864,28.21613138,45.08408843,94.44725088,38.37817937,54.1810043,90.55515368,64.77774628,2.387763727,-0.783120024,11.07432957
362.971,38.85517298,3.812714753,17.85315309,-11.83792743,46.00463411,39.61538384,7.755459523,2.394051839,31.41511818,40.52883794,72.01375194,27.4489768,-22.11923923,4.229416888,-8.124855014,0.109090744,35.15539548,-3.324986039,8.951637481,9.224752732,44.43456652,21.68346558,79.78819901,-49.0251244,21.07547379,31.21217672,3.615347856,55.29401233,15.47884977,27.40625726,15.06040457,-6.589342724,-4.890288316,12.76853972,8.803582648,16.50089521,62.07361675,88.49986596,39.31914066,38.28380525,66.48702435,47.09903324,7.821281687,10.69809519,11.68791493
363.267,36.02101878,9.983856442,17.40052381,-8.953775133,37.41671626,49.35842428,6.179382536,-0.437000198,27.6535135,31.89520198,87.13886186,34.34603277,-34.46131196,1.510784798,0.453239301,2.222199234,37.9232782,-4.142291244,4.311889713,23.52925768,40.20097325,16.73010949,21.90893104,-33.67509567,36.18702043,21.67722674,0.366222434,57.71116042,17.70169752,37.94222112,9.733194274,-3.48245683,7.953548298,17.83556566,14.1505053,10.31746791,55.48469961,85.66506115,44.03957049,49.89397444,74.49625907,66.40382527,7.575047428,8.221855702,14.809624
363.562,25.35546208,4.746879877,1.927918258,-9.359094335,30.54022495,49.5886535,8.501461229,-5.299347048,26.89671639,33.70561388,47.37032346,27.90306921,-37.77941343,2.232121803,2.268413865,1.664725047,39.24196114,-5.844684347,-3.305351608,21.9111931,54.38565452,12.1314978,-69.40269762,-64.46287095,32.50903963,14.83375699,-3.240261453,53.51530611,14.95587732,39.13097919,7.630362956,-16.39685765,0.917158368,20.23129855,16.8466757,18.73555769,60.95656545,96.58082562,51.16553355,56.60989385,81.98497414,46.58228686,9.499456494,13.76732288,10.89708199
363.857,20.04244447,0.896755702,8.490439922,2.175174329,33.87633488,43.7023543,11.59686293,-11.98324906,24.78514954,27.18562894,62.01151785,20.11615283,-13.10288492,2.857750395,-3.547619839,9.637425823,42.21436599,-2.133735396,5.69344022,21.30167167,58.97259358,7.120185636,-71.44419555,-39.82378516,39.83321904,8.377675789,-0.045256045,46.97492127,17.3888207,31.40225495,10.51335834,-16.55393544,2.196236944,15.93408475,13.44381119,35.57877247,46.0158869,101.548689,48.18548446,71.24828307,89.03246797,63.58609296,8.907649787,0.254229618,6.953359324
364.152,37.98599233,-2.416998392,5.162629907,2.445561727,37.61954656,59.47443601,22.02205998,-7.558433075,24.4903634,39.71657758,57.53206223,11.47838895,-1.42516475,15.42677218,-2.840602879,4.418105143,17.40169843,-0.066722269,3.85746291,7.960334229,73.0612522,8.378861125,-36.77863459,-71.35303891,34.65010299,12.96254904,5.330691461,53.54207337,15.63563402,26.92649805,11.65453239,-27.11251894,-12.18600918,7.135422953,3.824280364,46.9013546,57.61775588,100.5944648,44.44392953,65.54564128,79.48349114,41.77381307,7.548337778,1.723346026,3.553858184
364.447,32.83844908,-6.958169116,16.23144083,2.396829008,40.31013554,53.13314141,30.3161907,-6.804776717,14.77522554,34.28714903,60.81171602,9.993157568,0.142369234,10.27580116,-10.34783617,11.28489918,17.13469366,0.464884721,4.185844415,7.161250147,65.95457055,7.879193302,-15.10573344,-15.58208953,46.32111918,22.73672744,-3.269124708,58.03417327,18.6789274,23.73074905,3.141902589,-14.37281449,-4.610216427,5.066182811,9.416934776,39.39621158,39.92966982,96.04724313,35.7726051,60.72579642,79.40254682,37.41542032,6.61820802,-2.688612357,6.504682959
364.742,27.05788653,4.812392173,10.81191244,0.814306131,38.90189208,49.10919543,33.14706038,5.125882344,20.29717196,50.19840834,59.78949902,12.18182082,-6.89361966,12.2378601,-5.594689094,10.92532726,17.23754977,-1.335343735,-0.59936327,6.780501699,67.287936,10.20873068,-10.66228939,2.716217479,44.45139422,24.97348036,-12.16576347,67.46034861,23.88179759,30.48774252,-1.409625517,-15.64730735,-0.447938031,13.29518452,10.83902994,34.9816945,44.06561416,88.45904872,39.34217031,65.03350032,98.45948999,37.14897786,2.725102099,3.589640663,11.45027333
365.037,10.63618157,2.631390829,7.081265659,1.131793758,36.38675419,34.43498014,25.29019984,5.853730713,20.24568304,31.45311747,52.08954748,15.4133805,8.134100404,3.515510848,-0.41443591,18.49843787,28.28010507,1.813496218,-1.5270358,6.458992243,64.22297748,15.08012859,6.747647322,35.87002896,51.75190761,22.08939673,-18.06400985,65.3957298,27.36346824,28.00440298,-2.126283181,-9.594499824,6.62798106,13.32458163,12.74625189,24.7157623,38.71370421,94.01788958,46.65223975,58.3341642,87.79148617,49.56504512,3.600513085,8.553734403,14.45191012
365.332,10.64314539,3.541230859,-6.736912357,11.73608459,34.41495547,37.41066809,12.58764791,8.078588446,23.85653532,45.53897055,66.92854862,16.63066256,18.60153225,12.5178955,2.532480284,15.25739918,28.62128777,-0.997293689,-1.193116273,14.78591577,60.97356988,7.890233949,60.91022322,330.0838708,34.90007229,23.3783083,-1.902375122,68.39587626,20.34569446,30.13564917,11.99814492,-3.395894873,5.962407453,14.75579785,11.54903074,21.64566793,39.08275813,78.74906641,50.40580266,55.94155152,106.1346889,61.24271953,5.214243387,13.74101989,13.21777031
365.627,14.93946883,6.288984678,13.47202173,8.71323791,38.48324676,42.54446168,8.130323637,13.25859183,22.65730223,33.1895812,87.47915719,16.01579163,33.82551898,14.33114697,7.318609354,21.89476867,25.41750051,2.267101817,1.378206592,21.347305,50.93454163,5.567883691,107.2908388,22.79896344,32.93097788,30.32567354,9.095657097,75.44804264,19.81498842,34.67576789,9.355097451,6.063222679,7.765129763,11.82296822,9.972147237,15.77685101,32.70471331,71.4505008,60.34511556,57.87290355,104.8973522,64.90496919,7.475294589,17.42311778,17.86000328
365.922,18.23777636,5.653128139,14.49985233,17.62435332,38.65724996,42.72842702,11.40463198,12.99528481,26.39638653,46.42309352,100.8414961,15.52385511,21.83523865,12.98546892,5.367571241,16.59010575,34.50606439,2.908937711,1.943713512,27.35054461,47.54919438,5.085643233,1.012855524,-49.8823079,29.08407113,27.31648309,6.574635445,80.48235923,17.12455508,33.04943179,12.72210135,-0.517281061,-9.702289034,17.00570187,15.03985397,14.81422839,33.48356671,65.80376119,56.86625819,87.92614122,133.7804152,61.03270255,7.928057928,15.42901976,16.3823794
366.217,17.36152667,9.079349889,22.00721265,8.278717744,37.17329167,49.33521938,22.42795634,12.61831999,29.01325459,25.42816098,81.04394784,8.959875883,20.82933077,2.724464564,14.74030042,24.4522231,46.91417794,3.353369847,4.721843451,22.88990117,42.72708242,12.43576661,4.142829112,-32.87753778,44.36888086,26.82346831,1.354557176,78.89752566,21.46190847,39.2431071,8.144495692,5.069326096,-12.11901083,15.49391089,13.69678597,21.76920942,37.00625608,67.26972022,58.6631171,89.88257928,111.4228428,63.00746061,5.800164379,9.20502552,20.27209186
366.511,18.09861059,0.111781918,15.30598578,11.31362076,31.89282641,38.42859194,30.87346304,8.688947417,28.92287512,24.41368866,51.7227952,10.29240892,13.34642171,-2.106093401,14.04120587,21.99996091,42.58116714,1.904998355,4.499313164,21.35438912,56.55379421,12.47036268,-13.53360854,5.082831683,41.06534866,22.98254257,-6.09785498,73.11239587,16.75299334,39.03050208,16.5065321,12.3020617,-11.3400191,17.780697,10.74366494,32.86219464,32.39248048,75.25579384,57.40879672,102.6962963,98.65875355,58.17434411,3.953462744,5.433479438,16.75626354
366.806,14.77690859,7.204014785,15.9532148,0.244708831,44.1522974,33.38285387,23.12471577,6.854940634,18.83376909,17.3889407,36.22475833,12.81941319,12.03078736,-4.798678163,12.60077268,29.09463658,45.57893242,-2.479478729,1.088858687,19.76365397,59.26064774,7.645661939,17.68050789,23.77969466,45.46421482,29.70289738,-6.995578806,75.08144032,16.91599758,40.56459945,16.47279357,22.53845598,8.787542285,16.3235181,7.322934778,40.25600907,29.04220445,69.77865473,48.22795664,76.94901302,81.29706822,56.17818128,9.617228153,4.402998567,14.92002613
367.101,20.67081808,0.716163787,16.04486857,4.913500127,42.09136211,22.66454874,21.40381598,1.659898289,25.40088041,27.90989193,33.59569667,23.59025749,8.373900376,-1.046633608,-2.247138454,22.74890757,34.81873589,-3.105509873,-2.517647948,18.85881444,62.31772687,5.223474929,-6.529235576,2.550589867,33.5719019,28.65323596,-1.02000513,78.26642596,16.55687458,42.47012085,15.73360444,16.63673744,8.223168849,17.73055049,5.120229706,40.62168817,29.80210741,78.3036086,49.36667769,72.40439302,80.00389178,51.64039582,6.260484982,5.044686128,9.523829469
