Wavelength_nm,Xenopus_sp_X1_X2_X3_lab,Bufo_bufo_BbL1_lab,Rana_temporaria_JWS895-97_lab,Polypedates_leucomystax_F2_lab,Dyscophus_sp_F3_lab,Sclerophrys_sp_F1_lab,Osteopilus_septentrionalis_F4_lab,Leptodactylus_pentadactylus_MW9967_lab,Ceratobatrachus_guentheri_JWS881_lab,Boophis_erythrodactylus_JWS884_lab,Leptodactylus_knudseni_MW9968_lab,Dendropsophus_sp2_MW11111_lab,Boana_diabolica_MW11091_lab,Rhaebo_guttatus_MW11187_lab,Kassina_senegalensis_JWS888_lab,Lithodytes_lineatus_MW9997_MW11155_MW9952-54_lab,Rhinella_margaritifera_MW11115_lab,Callimedusa_tomopterna_MW11132_lab,Pristimantis_zeuctotylus_MW11112_lab,Leptodactylus_rhodomystax_MW11075_lab,Leptodactylus_pentadactylus_MW9998_lab,Leptodactylus_pentadactylus_MW9966_lab,Ceratophrys_cornuta_MW11322_lab,Osteocephalus_taurinus_MW9986-7_MW9999_MW11103_lab,Leptodactylus_pentadactylus_MW9965_lab,Trachycephalus_coriaceus_MW11326_lab,Dendropsophus_leucophyllatus_MW9989-92_lab,Lepidobatrachus_laevis_JWS890_lab,Epipedobates_tricolor_JWS883_lab,Calluella_guttulata_JWS887_lab,Hyperolius_fusciventris_JWS889_lab,Phrynomantis_microps_JWS885_lab,Mantella_betsileo_JWS882_lab,Hemisus_marmoratus_JWS886_lab,Leptodactylus_mystaceus_MW9982_lab,Boana_punctata_MW11268_lab,Hyalinobatrachium_cappellei_MW9957-9_MW11140_lab,Osteocephalus_oophagus_MW10000_lab,Leptodactylus_mystaceus_MW9984_lab,Scinax_nebulosus_MW11266_lab,Leptodactylus_mystaceus_MW9983_lab,Chiasmocleis_hudsoni_MW11335_lab,Eleutherodactylus_johnstonei_MW11542_lab,Dendropsophus_sp_MW11106_lab,Boana_cinerascens_MW11090_lab,Phyllomedusa_vaillantii_MW9985_lab,Leptodactylus_mystaceus_MW11105_lab,Scinax_boesemani_MW9993_lab,Pristimantis_chiastonotus_MW9949_lab,Boana_calcarata_MW11133_lab,Adenomera_sp_MW11574_lab,Pristimantis_sp_MW11550_lab,Spea_bombifrons_MKF969_lab,Leptodactylus_knudseni_MTR41575_lab,Ascaphus_truei_MKF929_MKF920_lab,Leptodactylus_podicipinus_MTR41588_lab,Kaloula_pulchra_MKF926_JWS891-2_lab,Rhinophrynus_dorsalis_MKF967-8_RCB1021_lab,Scaphiopus_couchii_MKF970_RCB1022_lab,Eleutherodactylus_marnockii_MKF923_lab,Heterixalus_alboguttatus_MKF921_lab,Spea_multiplicata_RCB1023_lab,Leptodactylus_podicipinus_MTR41570_lab,Scinax_rizibilis_CFBH44068_lab,Rhinella_icterica_CFBH44065_lab,Boana_bandeirantes_CFBH44064_lab,Ischnocnema_henselii_CFBH44063_lab,Leptodactylus_fuscus_CFBH44062_lab,Brachycephalus_ephippium_CFBH44059_lab,Phyllomedusa_distincta_CFBH44055_lab,Ischnocnema_parva_CFBH44054_lab,Proceratophrys_boiei_CFBH44053_lab,Haddadus_binotatus_CFBH44052_lab,Bokermannohyla_circumdata_CFBH44047_lab,Scinax_hayii_CFBH44046_lab,Itapotihyla_langsdorffii_CFBH44045_lab,Physalaemus_cuvieri_CFBH44041_lab,Boana_pardalis_CFBH44040_lab,Aplastodiscus_leucopygius_CFBH44039_lab,Vitreorana_uranoscopa_CFBH44038_lab,Hylodes_phyllodes_CFBH44032_lab,Hylodes_phyllodes_CFBH44037_lab,Boana_faber_CFBH44036_lab
800,,,100.0444444,99.80232558,100.22,99.715,101.1510417,100.48,,,100.13,100.81,,99.7,100.67,99.715,,,99.285,,,,,,99.55,,99.3375,,,99.3,,,,,100.34,,,100.32,,,,,,,99.595,101.04,,,,,,,99.82666667,100.29,,100.0433333,,,,99.6625,100.4866667,99.91,100.1133333,99.8,100.43,100.3733333,,99.86666667,,100.16,,,,100.04,100.31,,99.664,100.2,99.99,100.0533333,100.0733333,,99.88666667
799,,,99.86,99.98837209,100.11,99.7,100.9010417,100.36,,,99.95,100.76,,99.525,100.47,99.945,,,99.77,,,,,,99.5,,99.1925,,,99.23,,,,,100.485,,,100.29,,,,,,,100.19,100.715,,,,,,,99.85333333,100.1333333,,100.23,,,,100.3775,100.6366667,99.87666667,99.99333333,100,100.1566667,99.78666667,,99.68666667,,99.92,,,,100.06,100.4066667,,99.816,100.1666667,99.90666667,99.86,99.81,,99.66333333
798,,,99.87,99.80232558,100.14,99.96,100.3645833,100.07,100,100,99.915,100.21,100.966577,99.395,100,100.122092,100.0388933,100,99.94,99.6652514,99.77,100.5971763,99.37548464,100.4005,99.61,99.664,99.47425,100.64,,99.42,100.7992,99.3506,101.085,100,100.095,100.1324,99.5617,100.54,99.154,100.1312,99.641,,100.082,101.058,100.58,100.205,100.096,100.372,99.33133333,100.2595481,99.286,99.9104,99.865,99.89333333,100.1945,99.74333333,99.56822222,100.4847667,100.0291667,100.625,100.86,99.94666667,99.68666667,100.48,100.0166667,98.99666667,100,99.76333333,100,99.62,100,99.95566667,100,99.96,100.44,100,99.856,100.3133333,99.63666667,99.79,99.78,100.8176,99.56
797,,,100.0155556,98.81395349,100.06,100.165,100.4895833,99.945,99.80951883,100.0473353,99.855,100.51,101.1492262,99.35,99.88,100.0660746,99.84872904,100.286844,99.725,99.64820432,99.868,100.4404999,99.19252914,100.3065,99.93,99.264,99.4985,101.042,,99.32,101.0444,99.2738,100.804,100.1376767,99.795,100.3448,99.50396731,100.52,99.065,100.0892,99.543,100,99.976,100.700494,100.37,100.035,100.4492243,100.544,99.33133333,100.3680703,99.03893336,99.8012,99.84833333,99.49,100.0180413,99.30333333,99.43696761,100.5974111,100.07,100.18,100.7833333,100.1933333,99.78333333,100.46,100.4766667,99.07666667,100.1240486,100.05,99.95629829,99.68,100.0807755,100.0243333,100.210313,99.93333333,100.37,100.2473325,99.938,100.4933333,99.66333333,99.91666667,99.91666667,100.9428,99.53
796,,,99.95666667,97.79069767,99.94,99.97,100.9375,99.88,99.7252993,100.003802,99.62,101.27,101.2081066,99.18,100.26,100.0383516,99.80092818,100.4893222,99.6,99.61197926,99.928,100.3133608,99.0288856,100.235,99.58,98.932,99.5925,101.334,,99.02,101.2004,99.3098,100.777,100.1285451,99.955,100.5056,99.52545445,99.95,98.97,100.0076,99.435,99.93789169,99.982,100.4018713,100.115,99.93,100.4492243,100.572,99.232,100.5089003,98.75573906,99.5164,99.87166667,98.64,99.92124219,98.93333333,99.3763732,100.7313667,100.1458333,100.4825,100.6233333,100.1233333,99.93,100.52,100.97,99.45333333,100.1843008,99.83666667,99.84759486,99.81,100.0723711,100.0536667,100.3665973,99.99333333,100.3133333,100.4607349,100.39,100.4266667,99.91333333,99.83333333,99.92666667,100.8984,99.57666667
795,,,99.98777778,98.06976744,99.93,99.745,100.765625,99.75,99.47069758,99.99923959,99.84,100.95,101.190082,99.07,100.38,100.0784448,99.771832,100.4830305,99.795,99.63648444,99.836,100.1798006,98.89268539,100.141,99.39,98.816,99.5405,101.478,97.10818182,99.43,101.2744,99.338,100.74,99.93923961,99.83,100.4928,99.50939767,99.71,98.869,99.8492,99.332,100.0606027,100.03,100.4470853,100,100.025,100.3393801,100.58,99.31066667,100.5760952,98.44049602,98.954,99.80166667,98.41,100.0227804,98.68,99.41469761,100.6396111,100.09,100.4425,100.5333333,100.17,99.63333333,100.43,100.6333333,99.26666667,100.2977166,99.73,99.63936905,99.84,99.94397078,99.99966667,100.3441156,100.1466667,100.17,100.5330595,100.388,100.2233333,100.0033333,99.71,99.45,100.9108,99.71333333
794,,,100.0322222,98.90697674,99.68,99.765,100.890625,99.835,99.00851032,100.0450541,99.97,100.94,101.0927492,98.97,100.4,100.0763995,99.77079285,100.4155378,100.17,99.63754989,99.714,100.0873358,98.65382682,100.055,99.74,98.866,99.3565,101.452,96.96181818,99.65,101.3088,99.3232,100.464,99.61857929,99.89,100.6292,99.48306283,99.59,98.671,99.7196,99.338,99.79636002,100.062,100.6111175,99.845,99.955,100.1972289,100.548,99.51933333,100.6038573,98.17769637,98.8248,99.745,98.87333333,100.1312646,98.73333333,99.54692544,100.3874889,100.04,99.9775,100.3633333,100.45,99.36333333,99.97,99.94333333,99.18333333,100.3056912,99.77666667,99.49614494,99.82,99.70117751,99.85233333,100.1693382,100.2266667,99.91666667,100.5794902,99.866,100.21,100.0833333,99.4,98.91,100.9932,99.77333333
793,,,100.0988889,98.60465116,99.67,99.92,101.0885417,99.725,98.71409731,99.98935431,99.645,100.71,100.9581655,98.925,100.22,99.88562273,99.86327713,100.3005714,99.865,99.50756586,99.646,100.0732092,98.44037873,100.04975,99.7,98.93,99.292,101.308,96.92590909,99.68,101.2184,99.3874,100.42,99.37062071,99.77,100.8084,99.59218275,99.8,98.393,99.6288,99.331,99.31229161,100.07,100.6174264,99.645,99.79,99.74923716,100.428,99.67466667,100.6072752,97.92421998,99.0392,99.68333333,99.19,99.89455375,98.70666667,99.70906002,100.3001889,100.1325,99.965,100.1833333,100.29,99.24,99.95,99.93666667,99.48,100.043417,99.77,99.33455877,100.06,99.32204647,99.652,100.0275583,100.0133333,100.0466667,100.5830617,99.826,100.1666667,99.84666667,99.22,98.90333333,100.9484,99.67666667
792,,,100.0911111,98.25581395,99.7,100.005,101.0989583,99.56,98.56066248,99.84221563,99.345,100.49,100.8680425,99.1,99.9,99.74684393,99.91107799,100.122402,99.95,99.39036715,99.448,100.1643898,98.3448353,100.05825,99.64,99.004,99.356,101.132,96.93681818,99.74,101.0892,99.4318,100.401,99.2550706,99.685,100.6356,99.64775758,100.07,98.214,99.4872,99.172,99.23098619,99.912,100.6689493,99.925,99.72,99.19786272,100.434,99.90733333,100.5431508,97.57284927,98.9768,99.49666667,99.31666667,99.65957367,99.03,99.70712361,100.2724778,100.1566667,100.0375,100.1133333,100.1866667,99.22666667,99.84,99.97666667,99.74666667,99.88747021,99.83666667,99.10723641,100.14,98.87988256,99.41833333,99.89810698,99.68666667,100.2233333,100.4848431,100.222,100.1566667,99.58,99.16333333,98.85666667,100.648,99.38666667
791,,,99.90666667,98.97674419,99.74,99.905,101.1197917,99.51,98.58632326,99.69640766,99.285,100.8,100.7875327,98.775,99.94,99.78245452,99.86639457,99.8870355,99.88,99.28915008,99.222,100.3107923,98.27775161,99.958,99.39,99.066,99.21725,100.906,96.78181818,99.73,101.024,99.3792,100.185,99.05663349,99.6,100.4264,99.59478434,99.82,98.235,99.3664,99.033,99.04390843,99.808,100.7099574,100.045,99.745,98.84033085,100.578,100.0733333,100.5943363,97.37298169,99.1132,99.15,99.22,99.68481954,98.61,99.61905161,100.1198444,100.0833333,100.0725,100.1833333,100.0566667,99.43333333,100.01,99.81333333,99.73333333,99.8945587,99.7,99.03488987,99.69,98.57872551,99.202,99.68054182,99.39,100.1933333,100.4143042,100.524,100.4,99.73666667,99.02333333,98.78666667,100.2764,99.34333333
790,,,99.73222222,99.38372093,100.09,99.485,100.6197917,99.095,98.85153386,99.59052104,99.41,100.22,100.6938048,98.5,100.18,99.86364359,99.73857922,99.59418574,99.52,99.17088593,99.158,100.319782,98.24827545,99.749,99.55,99.026,99.0905,100.662,96.71090909,99.5,100.954,99.329,99.946,98.91474218,99.505,100.3076,99.53892105,99.82,98.242,99.2688,99.032,98.60651536,99.79,100.5164835,100.085,99.925,98.70894866,100.57,100.0373333,100.7254578,97.47029331,99.4216,99.10333333,98.94666667,99.80814574,97.80333333,99.43527137,100.1337889,100.0591667,100.1475,100.27,99.97666667,99.57666667,100.04,99.69666667,99.14666667,99.82278773,99.41666667,99.10907261,99.42,98.38402398,99.14733333,99.48654622,99.51666667,100.3266667,100.381267,100.106,100.3733333,99.89666667,99.04666667,98.89333333,99.948,99.35
789,,,99.86555556,99.39534884,100.06,99.25,100.2447917,98.855,98.89483447,99.48064228,99.545,99.87,100.7358622,98.945,100.4,99.85980401,99.57855025,99.45376657,99.43,99.08671594,99.108,100.3107923,98.23201273,99.71075,99.64,98.944,99,100.524,96.72136364,99.25,100.8872,99.2804,99.942,98.8999911,99.87,100.0632,99.40277428,99.4,98.287,99.1288,98.967,98.51881089,99.852,100.3051344,99.7,99.6,98.54741318,100.43,100.09,100.7689014,97.31471126,99.0892,99.38833333,98.5,99.80448904,97.41333333,99.36338061,100.0890667,100.0866667,100.005,100.4133333,100.11,99.68,99.92,99.64,98.97666667,99.77848466,99.16666667,99.33602773,99.46,98.27149863,99.162,99.39589407,99.69666667,100.15,100.3482298,99.844,100.34,100.01,99.10333333,99.15666667,99.4576,99.46
788,,,100.1288889,98.96511628,99.8,99.355,100.5208333,98.995,98.87756596,99.32761045,99.63,100.74,100.7070228,98.99,100.69,99.78294456,99.52347534,99.47693145,99.245,99.06007987,99.058,100.4327945,98.11105882,99.712,99.44,98.872,99.1055,100.52,96.67727273,99.49,100.8732,99.1748,99.988,98.7823337,99.865,99.7436,99.20036348,98.95,98.306,98.97,98.761,98.5349967,100.102,100.3040829,99.575,99.135,98.31695589,100.388,100.1526667,100.8210365,96.95926161,98.7148,99.51333333,98.13666667,99.6798546,97.92,99.48273554,99.98651111,100.085,99.9725,100.3533333,100.2066667,99.72666667,99.95,99.66,99.22666667,99.90519143,99.20666667,99.61660009,100.02,98.24628548,99.104,99.30270366,99.80666667,99.78,100.3089424,100.64,100.4,100.22,99.44666667,99.40333333,98.8736,99.56333333
787,,,100.1688889,98.19767442,99.75,99.585,100.9010417,99.125,98.84741217,99.2530906,99.42,100.84,100.5976736,98.57,100.83,99.70831229,99.40916893,99.4100107,99.24,99.00574229,99.078,100.5291119,98.02263032,99.63725,99.39,98.768,99.08575,100.502,96.495,99.17,100.8684,99.0904,99.979,98.8083237,99.59,99.5876,99.10285745,99.12,98.132,98.8348,98.585,98.37577357,100.264,100.2262728,99.735,99.18,98.26957215,100.314,99.90733333,100.8052922,96.88700628,98.8008,99.43166667,98.43666667,99.66803873,98.54,99.44802254,100.1193,100.105,100.0525,100.2033333,100.3033333,99.55666667,99.71,99.68,99.28,100.0372146,99.43,99.80095522,100.16,98.31165291,99.21,99.34766713,100.0633333,99.74666667,100.2482254,100.776,100.4966667,100.3533333,99.44333333,99.47333333,98.6996,99.49333333
786,,,100.1766667,98.80232558,99.66,99.705,100.6510417,99.185,98.55699414,99.22666647,99.435,100.27,100.5508096,98.145,100.5,99.63742635,99.2543357,99.37283251,99.375,98.94607749,99.052,100.5214065,97.98908848,99.5775,99.2,98.6,98.788,100.534,96.27318182,98.66,100.918,99.0368,100.025,98.95794176,99.03,99.6712,99.10777977,99.06,97.894,98.7416,98.421,98.41190932,100.174,100.3209067,99.245,99.455,98.11234428,100.094,99.87133333,100.6176247,96.79027736,98.586,99.04333333,98.61,99.68740344,98.24333333,99.41145219,100.3984889,100.0608333,99.7075,100.3633333,100.41,99.39333333,99.59,99.72666667,99.20666667,100.0629104,99.65,99.78993798,99.73,98.45452741,99.46566667,99.54855229,99.84666667,99.92333333,100.1526854,100.222,100.5,100.5733333,99.22666667,99.35,98.8444,99.32
785,,,100.0388889,99.48837209,99.48,99.65,100.4583333,98.98,98.06004325,99.15632886,99.605,100.13,100.3897899,98.255,100.53,99.54559104,99.20549568,99.52154528,99.045,98.90772155,98.912,100.4610476,97.90879134,99.52725,98.67,98.436,98.7225,100.732,96.21272727,98.88,100.9828,98.9848,99.799,99.04117999,98.74,99.842,99.14269408,98.71,97.797,98.6188,98.16,98.46837142,100.036,100.6216324,99.015,99.405,97.93788596,99.976,100.112,100.4439852,96.58633084,98.2108,98.77,98.35333333,99.6583107,97.91333333,99.38716824,100.7666333,99.9375,99.2625,100.38,100.3966667,99.33,99.66,99.80333333,99.38666667,99.94860844,99.60333333,99.70400351,99.56,98.53997197,99.62966667,99.72332964,99.40333333,99.90333333,100.0857181,99.642,100.51,100.3866667,99.01333333,99.15,98.946,99.11333333
784,,,99.94444444,100,99.53,99.575,100.359375,98.64,97.90401202,99.07876738,99.385,100.09,100.0353062,98.38,100.3,99.44215092,99.13171609,99.55729354,99,98.94820838,98.768,100.3801409,97.89252863,99.52525,98.2,98.288,98.6085,100.832,96.11954545,99.23,100.9672,98.9488,99.227,99.22065142,98.95,99.9292,99.219751,98.59,97.656,98.5416,97.832,98.33210955,99.872,100.7614803,99.59,99.19,98.03696105,99.89,100.1326667,100.3493608,96.54262802,98.0704,98.905,98.14666667,99.81831501,98.03,99.30117156,100.7852444,99.75083333,99.1325,100.67,100.08,99.44666667,99.91,99.74666667,99.16,99.78645921,99.36,99.48182253,99.62,98.5231632,99.656,99.78424788,99.42666667,99.81666667,100.0160721,99.428,100.52,99.60333333,98.73666667,99.17,99.2328,99.15333333
783,,,100.0388889,100.0813953,99.63,99.455,100.4947917,98.35,98.2429855,99.01964577,99.395,100.29,99.78656678,98.16,100.04,99.33766102,98.98311776,99.4408972,99.13,99.01426583,98.688,100.226033,97.85593753,99.55175,98.24,98.192,98.54375,100.752,96.01954545,99.34,100.9148,98.9136,98.933,99.50232675,98.89,100.0636,99.24212551,98.77,97.452,98.5032,97.546,98.46423086,99.442,100.6615889,99.685,99.21,98.14680518,99.67,100.1153333,100.1843407,96.78445032,98.1448,98.96333333,98.07,100.0140214,97.90333333,99.4110295,100.4337,99.50083333,99.0475,100.6466667,100,99.43,99.93,99.86666667,98.65333333,99.74038402,99.62,99.30517946,99.87,98.63989074,99.732,99.88251481,99.59,99.82333333,100.016965,99.696,100.27,99.48666667,99.01333333,99.16,99.7308,99.22333333
782,,,100.0444444,98.94186047,99.53,99.235,100.7552083,98.51,98.5294779,98.93238911,99.335,100.24,99.72648479,98.2,100.31,99.28762829,98.91349476,99.46320411,98.78,99.0558181,98.782,99.9858814,97.66891634,99.5395,98.48,98.136,98.6525,100.774,95.89772727,99.65,100.836,98.8964,98.962,99.65018874,98.69,100.2092,99.2183162,98.9,97.422,98.4052,97.318,98.7582102,99.114,100.5848303,99.03,99.275,98.32557112,99.488,100.148,99.99062825,97.09794525,98.5276,98.89166667,97.98666667,100.0977274,97.81,99.42536369,100.1893667,99.4675,99.2,99.84333333,100.0933333,99.36666667,99.39,100.0733333,98.42666667,99.66595486,99.73333333,99.34447428,99.94,98.76548957,99.75633333,99.91805046,99.49333333,99.91666667,100.1964373,99.584,99.97333333,99.93,99.31333333,98.84666667,100.0684,98.93333333
781,,,100.08,98.87209302,99.49,99.31,100.515625,98.8,98.50970817,98.8512157,99.205,100.18,99.59190114,98.22,100.28,99.21842533,98.89582922,99.50810393,98.595,99.07606152,98.876,99.83048922,97.54186391,99.4745,98.53,98.032,98.66475,100.796,95.69181818,99.84,100.7652,98.9252,99.019,99.73799277,98.7,100.174,99.1432814,98.74,97.438,98.23,97.205,98.91065787,99.138,100.4512913,99.155,99.11,98.6206426,99.454,100.008,99.93421716,97.29082038,98.902,98.98666667,97.96333333,100.0529399,98.09333333,99.24938639,100.0483333,99.54916667,99.19,99.66333333,99.97333333,99.40333333,99.18,99.97666667,98.47,99.56051356,99.7,99.44252771,99.92,98.6011372,99.61433333,99.77844615,99.57333333,99.81,100.399125,99.794,99.86,99.92333333,99.47333333,98.81,100.076,98.85333333
780,,,100.0588889,99.11627907,99.52,99.28,100.5208333,98.83,98.54813451,98.75939661,99.175,100.08,99.60391754,98.21,99.97,99.15956947,98.80126665,99.47006778,98.645,99.03024747,98.986,99.7791199,97.43920554,99.42825,98.61,97.866,98.6035,100.764,95.48954545,99.57,100.7972,98.9654,99.397,99.7646852,98.96,100.0212,98.96744132,98.73,97.312,98.0904,97.131,99.18242878,99.132,100.1579261,99.485,98.985,98.81017756,99.408,99.62733333,99.92186672,97.31879019,99.226,99.09,98.07,99.97744588,98.08,98.981877,99.94637778,99.59,99.1475,100.3866667,100.0166667,99.41,99.59,99.64666667,98.58,99.57912085,99.63666667,99.46896908,99.82,98.41390623,99.39066667,99.60874532,99.72,99.68,100.51163,100.212,100.0133333,99.79666667,99.76,99.08,100.066,99.00333333
779,,,100.0022222,98.8255814,99.21,99.26,100.6979167,98.67,98.46670683,98.64552572,99.245,99.51,99.89711763,98.325,99.75,99.26967019,98.67760789,99.41887627,98.855,98.93755395,99.116,99.71619249,97.17290364,99.3685,98.55,97.722,98.5445,100.782,95.28954545,99.24,100.8788,98.9548,99.844,99.67863725,98.925,99.8888,98.71447098,99.28,97.181,97.9596,97.063,99.5618541,99.104,100.0475198,99.255,98.975,98.78433188,99.386,99.12933333,99.90596358,97.31121503,99.6636,98.73666667,97.93666667,100.040047,97.93333333,98.88339124,99.64553333,99.5875,99.265,100.59,99.90333333,99.34666667,100.2,99.56666667,98.33,99.65709425,99.4,99.41314841,99.57,98.4587296,99.33766667,99.5739349,99.61333333,99.87666667,100.5455601,100.002,100.1833333,99.81333333,99.66333333,99.04666667,100.054,99.03333333
778,,,100.0166667,99.23255814,98.77,99.625,100.9114583,98.57,98.25925062,98.58051095,99.37,99.7,100.0941865,98.23,100.17,99.40718222,98.48536529,99.35967715,98.855,98.87575826,99.14,99.65840201,96.99096455,99.25275,98.01,97.52,98.61775,100.868,95.20772727,99.01,101.0348,98.8518,99.912,99.58205281,98.695,99.7048,98.48338001,99.24,97.098,97.7488,97.085,99.7929723,99.18,100.1284844,98.79,99.15,98.83602324,99.458,98.66733333,99.91694503,97.27217384,99.4288,98.59333333,97.68666667,100.0020227,97.88,98.91384189,99.34323333,99.46333333,99.0875,100.49,99.52666667,99.46,100.39,99.72,98.31,99.65443607,99.22,99.36393807,99.47,98.52129556,99.41033333,99.58082446,99.47,100.1166667,100.520559,99.992,100.1633333,99.74666667,99.08333333,98.73333333,99.8728,98.90666667
777,,,100,99.09302326,98.68,99.86,101.390625,98.63,98.40881519,98.57309699,99.21,100.28,100.0100718,98.1,100.43,99.30056619,98.26714396,99.22268982,98.645,98.86723472,99.114,99.63014888,96.98181678,99.26575,97.84,97.252,98.79175,100.942,95.15409091,98.85,101.2668,98.6562,99.803,99.49846338,98.535,99.5376,98.32829081,98.61,97.003,97.5768,97.059,99.95859446,99.194,99.97917305,98.575,99.025,98.75202479,99.476,98.48666667,99.95176457,97.24770026,98.7256,99.03833333,97.51666667,99.82116875,97.92,98.92736148,99.45192222,99.27833333,99.22,100.4833333,99.29,99.68666667,100.6,99.69666667,98.50666667,99.63937302,99.27,99.2824105,99.45,98.48814494,99.427,99.62107401,99.19,100.0633333,100.3839457,100.014,99.92,99.59666667,98.9,98.46333333,99.8128,98.78666667
776,,,99.85555556,99.1627907,98.95,99.5,101.1927083,98.565,98.66471655,98.57347719,99.01,100.44,99.88750452,97.94,100.34,99.23898656,98.09048859,99.0236435,98.28,98.77773752,99.072,99.62501195,96.82427176,99.3605,97.36,97.032,98.63875,101.066,94.98318182,98.95,101.3464,98.432,99.663,99.36500125,98.755,99.4332,98.20353268,98.55,96.929,97.514,96.916,100.1370147,99.002,99.84773702,98.62,98.915,98.50433705,99.476,98.50333333,99.93394282,97.05948676,98.1164,98.94833333,97.85333333,99.75594243,97.41333333,98.94232076,99.56246667,99.21916667,99.3675,100.25,99.51,99.73,100.62,99.79666667,98.61333333,99.67924578,99.36333333,99.12743468,99.28,98.56798658,99.42066667,99.76140354,99.01333333,99.85333333,100.1696504,99.756,99.77,99.52666667,98.95666667,98.46666667,99.9636,98.86333333
775,,,99.73555556,99.26744186,99.2,99.09,100.5364583,98.355,98.88620486,98.64001277,98.98,100.48,99.73129135,97.71,100.04,99.31006946,97.95436005,98.85548368,98.135,98.60833211,99.004,99.70078169,96.56610121,99.4045,97.13,96.862,98.3425,101.036,94.84545455,99.32,101.2788,98.2946,99.374,99.1721836,98.72,99.3776,98.17976257,98.26,96.856,97.4664,96.784,100.3086595,98.768,99.9392165,98.815,98.99,98.51510608,99.428,98.68066667,99.82967727,96.70869875,97.652,98.67666667,98.40333333,99.8152455,96.65333333,98.88162502,99.41096667,99.2625,99.055,100.2066667,99.99,99.58333333,100.34,99.80333333,98.55333333,99.74835857,99.26,98.92949162,99.13,98.65483186,99.479,99.86692264,99.07333333,99.65333333,99.99374972,99.868,99.69666667,99.36666667,98.84333333,98.51333333,100.0964,98.93333333
774,,,99.76888889,98.12790698,99.15,98.965,100.265625,98.31,98.94257104,98.7816385,98.865,100.31,99.43448634,98.025,99.71,99.33203685,97.91071578,98.78455913,98.59,98.46556277,98.984,99.73930868,96.38619496,99.34125,97.47,96.698,98.245,100.96,94.84772727,99.28,101.222,98.2758,99.145,98.94248825,98.32,99.3748,98.24201168,98.09,96.708,97.3512,96.755,100.4795514,98.596,99.74994861,99.045,98.725,98.45264569,99.528,98.99,99.74239471,96.76988271,97.5896,98.69666667,98.00666667,99.78729839,96.31,98.84760054,99.44473333,99.23166667,98.9975,100.2533333,100.1666667,99.25666667,100.36,99.18333333,98.65333333,99.82367379,99.20666667,98.91039507,99.22,98.71553018,99.491,99.90245829,99.09666667,99.79,99.8803518,100.152,99.92333333,99.40333333,98.94666667,98.38666667,100.1112,98.76666667
773,,,99.88,97.86046512,99.01,98.775,100.53125,98.275,98.55540168,98.81775781,98.74,100.4,99.16652067,98.135,99.89,99.2673509,97.99592602,98.83546465,98.6,98.39311266,98.944,99.74701408,96.22661711,99.267,97.61,96.564,98.26075,101.072,94.85,98.95,101.1248,98.393,98.89,98.81148464,97.945,99.2796,98.3302571,98.32,96.6,97.3392,96.701,100.3319972,98.374,99.44186255,99.065,98.525,98.0541915,99.85,99.078,99.67848745,96.7151085,97.7736,98.67666667,97.00666667,99.84392927,96.66,98.7787931,99.52983333,99.1675,99.065,100.06,99.97333333,99.08333333,100.26,98.69333333,98.6,99.84139502,99.24333333,98.93573472,99.31,98.794438,99.411,99.86257134,98.95333333,99.86666667,99.81338453,99.69,100.2466667,99.75666667,99.07333333,98.39666667,100.0736,98.54666667
772,,,100.0133333,98.96511628,99.01,98.915,100.6458333,97.985,97.97295351,98.76452935,98.76,100.28,99.06678458,97.82,100.09,99.11687866,98.06866646,98.93126999,98.22,98.29296104,98.672,99.81764689,95.99995556,99.20775,97.84,96.6,98.21625,101.116,94.67681818,98.91,101.026,98.5676,98.799,98.89296678,98.14,99.1828,98.37450233,97.93,96.543,97.374,96.618,99.76022428,98.146,99.42293576,98.935,98.535,97.76988906,100.148,99.06066667,99.59795375,96.31420792,97.7656,98.62833333,96.72,100.0077081,97.28333333,98.75602365,99.42278889,99.30916667,98.795,99.98,99.8,99.27666667,100.15,98.92,98.34666667,99.68367609,99.13666667,98.8351106,99.37,98.84112901,99.40866667,99.71571486,99.11666667,99.57333333,99.78124023,99.328,100.2033333,99.80333333,98.97666667,98.40666667,100.0756,98.40666667
771,,,100.0622222,98.51162791,99.23,99.035,100.5729167,98.09,97.65922777,98.73449329,98.76,100.11,99.08961573,97.69,100.13,98.98403992,98.05515752,99.03737083,98.355,98.19707118,98.544,99.85488965,95.73365366,99.10875,97.84,96.746,98.10225,100.944,94.47045455,98.96,100.9456,98.7028,98.871,98.95794176,98.26,99.1104,98.37427992,97.94,96.486,97.3392,96.61,99.03525091,98.148,99.39454558,98.45,98.69,97.60189215,100.152,99.158,99.54123874,96.23554284,97.7468,98.50333333,96.67333333,99.9999257,97.24,98.73242074,99.26241111,99.3825,98.6075,99.98333333,99.87666667,99.19333333,100.15,99.35333333,98.48,99.40102251,98.99333333,98.80830199,99.55,98.83085699,99.39966667,99.51809317,99.38,99.59666667,99.7910621,99.452,100.15,99.60666667,98.79333333,98.47666667,99.968,98.39666667
